data	sample	method_instance	memory_mb	runtime_s	method	n_cell	n_gene	technology	runtime(min)	memory(GB)	ARI
53	STARmap_plus	well03	BANKSY/config_2	3532.82	304.0189	BANKSY	36954	1022	Starmap+	5.066981666666666	3.53282	0.491174
54	STARmap_plus	well08	BANKSY/config_2	4407.3	458.77	BANKSY	48306	1022	Starmap+	7.646166666666667	4.4073	0.526302
55	STARmap_plus	well07	BANKSY/config_2	4101.37	272.303	BANKSY	45268	1022	Starmap+	4.538383333333333	4.10137	0.642786
56	STARmap_plus	well06	BANKSY/config_2	5629.43	578.5669	BANKSY	58117	1022	Starmap+	9.642781666666668	5.62943	0.149394
57	STARmap_plus	well11	BANKSY/config_2	4577.76	301.0078	BANKSY	43341	1022	Starmap+	5.016796666666666	4.5777600000000005	0.387328
58	STARmap_plus	well10	BANKSY/config_2	5566.55	882.9438	BANKSY	63343	1022	Starmap+	14.71573	5.56655	0.38433
59	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	BANKSY/config_2	5011.96	554.4197	BANKSY	90145	500	MERFISH	9.240328333333334	5.01196	0.652189
60	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	BANKSY/config_2	6149.29	761.8033	BANKSY	115779	500	MERFISH	12.696721666666667	6.14929	0.41237
61	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	BANKSY/config_2	5896.71	546.6153	BANKSY	112169	500	MERFISH	9.110255	5.89671	0.39397
62	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	BANKSY/config_2	5785.64	538.7367	BANKSY	104572	500	MERFISH	8.978945000000001	5.78564	0.259044
63	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	BANKSY/config_2	6932.34	848.6645	BANKSY	120186	500	MERFISH	14.144408333333333	6.93234	0.593327
64	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	BANKSY/config_2	5910.48	1018.2041	BANKSY	99806	500	MERFISH	16.970068333333334	5.91048	0.243383
65	xenium-mouse-brain-SergioSalas	region_main	BANKSY/config_2	5719.11	1429.3274	BANKSY	142991	248	Xenium	23.82212333333333	5.71911	0.15659
66	libd_dlpfc	Br8100_151674	BANKSY/config_3	1265.24	33.9007	BANKSY	3673	33538	Visium	0.5650116666666667	1.26524	0.194149
67	libd_dlpfc	Br5292_151507	BANKSY/config_3	1411.9	34.4891	BANKSY	4226	33538	Visium	0.5748183333333333	1.4119000000000002	0.234638
68	libd_dlpfc	Br5595_151672	BANKSY/config_3	1123.53	45.0361	BANKSY	4015	33538	Visium	0.7506016666666666	1.12353	0.237079
69	libd_dlpfc	Br8100_151675	BANKSY/config_3	828.5	42.5581	BANKSY	3592	33538	Visium	0.7093016666666667	0.8285	0.203111
70	libd_dlpfc	Br5595_151670	BANKSY/config_3	1083.87	41.5446	BANKSY	3498	33538	Visium	0.6924100000000001	1.08387	0.292255
76	libd_dlpfc	Br5595_151669	BANKSY/config_3	1057.07	39.7975	BANKSY	3661	33538	Visium	0.6632916666666666	1.05707	0.36331
77	libd_dlpfc	Br5292_151508	BANKSY/config_3	2186.09	52.567	BANKSY	4384	33538	Visium	0.8761166666666667	2.18609	0.510761
78	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	BANKSY/config_3	2218.35	64.1651	BANKSY	3798	36601	Visium	1.0694183333333334	2.21835	0.758914
79	visium_chicken_heart	sample_D4	BANKSY/config_3	1012.58	17.5082	BANKSY	747	24356	Visium	0.2918033333333333	1.01258	0.251825
80	visium_chicken_heart	sample_D14	BANKSY/config_3	1251.45	22.8664	BANKSY	1967	24356	Visium	0.38110666666666665	1.25145	0.393977
81	visium_chicken_heart	sample_D7	BANKSY/config_3	784.12	34.5555	BANKSY	1966	24356	Visium	0.575925	0.78412	0.564882
82	visium_chicken_heart	sample_D10	BANKSY/config_3	816.64	33.9571	BANKSY	1916	24356	Visium	0.5659516666666666	0.81664	0.50133
83	STARmap_plus	well09	BANKSY/config_3	7117.22	481.7922	BANKSY	50603	1022	Starmap+	8.029869999999999	7.1172200000000005	0.349717
84	STARmap_plus	well01brain	BANKSY/config_3	4104.47	232.6845	BANKSY	29623	1022	Starmap+	3.8780750000000004	4.10447	0.371204
85	STARmap_plus	well05	BANKSY/config_3	6674.95	444.526	BANKSY	46184	1022	Starmap+	7.408766666666667	6.67495	0.547978
86	STARmap_plus	well03	BANKSY/config_3	5077.93	207.2131	BANKSY	36954	1022	Starmap+	3.453551666666667	5.07793	0.24114
87	STARmap_plus	well08	BANKSY/config_3	6847.85	371.3943	BANKSY	48306	1022	Starmap+	6.1899049999999995	6.84785	0.517468
88	STARmap_plus	well07	BANKSY/config_3	5929.04	365.6971	BANKSY	45268	1022	Starmap+	6.094951666666666	5.92904	0.34546
114	visium_chicken_heart	sample_D7	BANKSY/config_4	946.14	32.1685	BANKSY	1966	24356	Visium	0.5361416666666667	0.94614	0.393024
116	STARmap_plus	well09	BANKSY/config_4	7083.51	467.7751	BANKSY	50603	1022	Starmap+	7.796251666666667	7.08351	0.522924
117	STARmap_plus	well01brain	BANKSY/config_4	4213.34	188.1884	BANKSY	29623	1022	Starmap+	3.1364733333333334	4.2133400000000005	0.476426
118	STARmap_plus	well05	BANKSY/config_4	6642.09	440.2778	BANKSY	46184	1022	Starmap+	7.337963333333334	6.6420900000000005	0.275918
119	STARmap_plus	well03	BANKSY/config_4	5095.19	254.5058	BANKSY	36954	1022	Starmap+	4.241763333333333	5.09519	0.485921
120	STARmap_plus	well08	BANKSY/config_4	6874.08	373.8087	BANKSY	48306	1022	Starmap+	6.230144999999999	6.87408	0.564782
121	STARmap_plus	well07	BANKSY/config_4	5916.89	441.6388	BANKSY	45268	1022	Starmap+	7.360646666666667	5.91689	0.375721
122	STARmap_plus	well06	BANKSY/config_4	7352.04	497.9492	BANKSY	58117	1022	Starmap+	8.299153333333333	7.35204	0.395295
123	STARmap_plus	well11	BANKSY/config_4	6243.88	340.516	BANKSY	43341	1022	Starmap+	5.675266666666667	6.24388	0.45452
124	STARmap_plus	well10	BANKSY/config_4	7360.29	685.9785	BANKSY	63343	1022	Starmap+	11.432975	7.36029	0.278104
125	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	BANKSY/config_4	7189.9	734.1798	BANKSY	90145	500	MERFISH	12.23633	7.1899	0.511221
126	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	BANKSY/config_4	8922.38	802.5953	BANKSY	115779	500	MERFISH	13.376588333333332	8.922379999999999	0.256806
127	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	BANKSY/config_4	8603.83	996.6853	BANKSY	112169	500	MERFISH	16.611421666666665	8.60383	0.291945
128	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	BANKSY/config_4	7561.27	996.8766	BANKSY	104572	500	MERFISH	16.614610000000003	7.56127	0.395577
129	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	BANKSY/config_4	8026.59	1269.5673	BANKSY	120186	500	MERFISH	21.159454999999998	8.02659	0.319039
130	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	BANKSY/config_4	7422.39	472.8093	BANKSY	99806	500	MERFISH	7.880155	7.42239	0.380281
131	xenium-mouse-brain-SergioSalas	region_main	BANKSY/config_4	6879.48	1727.4397	BANKSY	142991	248	Xenium	28.790661666666665	6.879479999999999	0.512149
132	libd_dlpfc	Br8100_151674	BANKSY/config_5	1409.73	32.329	BANKSY	3673	33538	Visium	0.5388166666666667	1.40973	0.232338
133	libd_dlpfc	Br5292_151507	BANKSY/config_5	1962.39	47.6541	BANKSY	4226	33538	Visium	0.794235	1.96239	0.709454
134	libd_dlpfc	Br5595_151672	BANKSY/config_5	2129.84	47.5744	BANKSY	4015	33538	Visium	0.7929066666666666	2.12984	0.553136
135	libd_dlpfc	Br8100_151675	BANKSY/config_5	842.44	42.5637	BANKSY	3592	33538	Visium	0.709395	0.8424400000000001	0.418044
136	libd_dlpfc	Br5595_151670	BANKSY/config_5	1460.51	33.3739	BANKSY	3498	33538	Visium	0.5562316666666667	1.46051	0.626275
137	libd_dlpfc	Br5595_151671	BANKSY/config_5	2223.26	52.7774	BANKSY	4110	33538	Visium	0.8796233333333333	2.2232600000000002	0.525049
138	libd_dlpfc	Br5292_151509	BANKSY/config_5	2282.43	46.9451	BANKSY	4789	33538	Visium	0.7824183333333333	2.2824299999999997	0.556578
139	libd_dlpfc	Br5292_151510	BANKSY/config_5	2203.58	48.3787	BANKSY	4634	33538	Visium	0.8063116666666666	2.20358	0.44588
140	libd_dlpfc	Br8100_151676	BANKSY/config_5	1316.11	31.1534	BANKSY	3460	33538	Visium	0.5192233333333334	1.31611	0.324397
141	libd_dlpfc	Br8100_151673	BANKSY/config_5	1331.64	33.9574	BANKSY	3639	33538	Visium	0.5659566666666667	1.3316400000000002	0.36055
142	libd_dlpfc	Br5595_151669	BANKSY/config_5	773.45	38.8973	BANKSY	3661	33538	Visium	0.6482883333333334	0.7734500000000001	0.327982
143	libd_dlpfc	Br5292_151508	BANKSY/config_5	2084.53	60.7893	BANKSY	4384	33538	Visium	1.013155	2.08453	0.386442
144	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	BANKSY/config_5	2451.46	68.6122	BANKSY	3798	36601	Visium	1.1435366666666666	2.45146	0.348227
145	visium_chicken_heart	sample_D4	BANKSY/config_5	1064.79	14.7158	BANKSY	747	24356	Visium	0.24526333333333333	1.06479	0.329369
146	visium_chicken_heart	sample_D14	BANKSY/config_5	1019.59	28.8686	BANKSY	1967	24356	Visium	0.48114333333333337	1.01959	0.455773
147	visium_chicken_heart	sample_D7	BANKSY/config_5	1014.46	30.0344	BANKSY	1966	24356	Visium	0.5005733333333333	1.0144600000000001	0.107852
148	visium_chicken_heart	sample_D10	BANKSY/config_5	981.16	30.9673	BANKSY	1916	24356	Visium	0.5161216666666667	0.9811599999999999	0.0631498
149	STARmap_plus	well09	BANKSY/config_5	7130.09	464.9433	BANKSY	50603	1022	Starmap+	7.749055	7.13009	0.107856
150	STARmap_plus	well01brain	BANKSY/config_5	4105.54	231.6014	BANKSY	29623	1022	Starmap+	3.8600233333333334	4.1055399999999995	0.135047
151	STARmap_plus	well05	BANKSY/config_5	6692.36	443.9904	BANKSY	46184	1022	Starmap+	7.39984	6.69236	0.0777713
152	STARmap_plus	well03	BANKSY/config_5	5091.45	201.8293	BANKSY	36954	1022	Starmap+	3.3638216666666665	5.09145	0.320563
153	STARmap_plus	well08	BANKSY/config_5	6878.59	370.0871	BANKSY	48306	1022	Starmap+	6.168118333333334	6.87859	0.493198
154	STARmap_plus	well07	BANKSY/config_5	5968.76	443.4957	BANKSY	45268	1022	Starmap+	7.391595	5.9687600000000005	0.52152
155	STARmap_plus	well06	BANKSY/config_5	7341.78	494.253	BANKSY	58117	1022	Starmap+	8.23755	7.34178	0.355282
156	STARmap_plus	well11	BANKSY/config_5	6130.87	333.6162	BANKSY	43341	1022	Starmap+	5.56027	6.13087	0.344777
157	STARmap_plus	well10	BANKSY/config_5	7334.97	605.2593	BANKSY	63343	1022	Starmap+	10.087655000000002	7.33497	0.510463
158	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	BANKSY/config_5	7232.21	748.5072	BANKSY	90145	500	MERFISH	12.47512	7.23221	0.42548
159	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	BANKSY/config_5	8926.98	617.1161	BANKSY	115779	500	MERFISH	10.285268333333333	8.92698	0.388665
160	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	BANKSY/config_5	8595.88	774.1769	BANKSY	112169	500	MERFISH	12.902948333333335	8.59588	0.339569
161	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	BANKSY/config_5	7575.32	997.0941	BANKSY	104572	500	MERFISH	16.618235000000002	7.57532	0.398814
162	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	BANKSY/config_5	8004.72	1282.1275	BANKSY	120186	500	MERFISH	21.368791666666667	8.00472	0.336854
163	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	BANKSY/config_5	7434.12	607.5911	BANKSY	99806	500	MERFISH	10.126518333333333	7.43412	0.502867
164	xenium-mouse-brain-SergioSalas	region_main	BANKSY/config_5	6940.29	1727.4948	BANKSY	142991	248	Xenium	28.79158	6.94029	0.254806
165	libd_dlpfc	Br8100_151674	CellCharter/config_1	1417.82	493.8191	CellCharter	3673	33538	Visium	8.230318333333333	1.4178199999999999	0.266634
166	libd_dlpfc	Br5292_151507	CellCharter/config_1	1286.88	332.6033	CellCharter	4226	33538	Visium	5.543388333333334	1.28688	0.409793
167	libd_dlpfc	Br5595_151672	CellCharter/config_1	1313.81	500.6291	CellCharter	4015	33538	Visium	8.343818333333333	1.31381	0.297658
168	libd_dlpfc	Br8100_151675	CellCharter/config_1	1260.38	421.544	CellCharter	3592	33538	Visium	7.025733333333333	1.26038	0.369774
169	libd_dlpfc	Br5595_151670	CellCharter/config_1	1041.93	293.9882	CellCharter	3498	33538	Visium	4.899803333333334	1.04193	0.481632
170	libd_dlpfc	Br5595_151671	CellCharter/config_1	1112.94	505.1144	CellCharter	4110	33538	Visium	8.418573333333333	1.11294	0.230799
171	libd_dlpfc	Br5292_151509	CellCharter/config_1	1302.24	373.898	CellCharter	4789	33538	Visium	6.231633333333334	1.30224	0.474168
172	libd_dlpfc	Br5292_151510	CellCharter/config_1	1082.56	417.1317	CellCharter	4634	33538	Visium	6.952195000000001	1.08256	0.511975
173	libd_dlpfc	Br8100_151676	CellCharter/config_1	1323.07	560.0834	CellCharter	3460	33538	Visium	9.334723333333333	1.32307	0.405108
174	libd_dlpfc	Br8100_151673	CellCharter/config_1	1333.8	460.694	CellCharter	3639	33538	Visium	7.678233333333334	1.3337999999999999	0.507183
175	libd_dlpfc	Br5595_151669	CellCharter/config_1	1292.96	318.8255	CellCharter	3661	33538	Visium	5.313758333333333	1.29296	0.532462
176	libd_dlpfc	Br5292_151508	CellCharter/config_1	1214.74	379.5077	CellCharter	4384	33538	Visium	6.325128333333334	1.21474	0.61104
177	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	CellCharter/config_1	2472.89	1346.348	CellCharter	3798	36601	Visium	22.439133333333334	2.47289	0.531914
178	visium_chicken_heart	sample_D4	CellCharter/config_1	1149.98	161.0374	CellCharter	747	24356	Visium	2.6839566666666665	1.14998	0.371055
179	visium_chicken_heart	sample_D14	CellCharter/config_1	1300.8	386.8651	CellCharter	1967	24356	Visium	6.447751666666666	1.3008	0.44369
180	visium_chicken_heart	sample_D7	CellCharter/config_1	1281.74	442.4307	CellCharter	1966	24356	Visium	7.373845	1.28174	0.343166
181	visium_chicken_heart	sample_D10	CellCharter/config_1	1292.09	378.1995	CellCharter	1916	24356	Visium	6.303325	1.29209	0.404946
182	STARmap_plus	well09	CellCharter/config_1	745.11	902.2668	CellCharter	50603	1022	Starmap+	15.03778	0.74511	0.387911
183	STARmap_plus	well01brain	CellCharter/config_1	729.88	724.3796	CellCharter	29623	1022	Starmap+	12.072993333333333	0.72988	0.322401
184	STARmap_plus	well05	CellCharter/config_1	561.77	897.2877	CellCharter	46184	1022	Starmap+	14.954794999999999	0.56177	0.425243
185	STARmap_plus	well03	CellCharter/config_1	719.91	898.1103	CellCharter	36954	1022	Starmap+	14.968505	0.7199099999999999	0.0933096
186	STARmap_plus	well08	CellCharter/config_1	719.33	1033.1085	CellCharter	48306	1022	Starmap+	17.218475	0.71933	0.0629975
187	STARmap_plus	well07	CellCharter/config_1	717.95	836.1198	CellCharter	45268	1022	Starmap+	13.93533	0.7179500000000001	0.110474
188	STARmap_plus	well06	CellCharter/config_1	778.14	1242.986	CellCharter	58117	1022	Starmap+	20.716433333333335	0.7781399999999999	0.134072
189	STARmap_plus	well11	CellCharter/config_1	795.86	1609.6585	CellCharter	43341	1022	Starmap+	26.82764166666667	0.79586	0.0691468
190	STARmap_plus	well10	CellCharter/config_1	777.64	932.5735	CellCharter	63343	1022	Starmap+	15.542891666666666	0.77764	0.345363
191	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	CellCharter/config_1	1063.14	812.1062	CellCharter	90145	500	MERFISH	13.535103333333332	1.0631400000000002	0.39656
192	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	CellCharter/config_1	1222.48	1104.7322	CellCharter	115779	500	MERFISH	18.41220333333333	1.22248	0.539466
193	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	CellCharter/config_1	1137.76	905.7297	CellCharter	112169	500	MERFISH	15.095495	1.1377599999999999	0.342246
194	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	CellCharter/config_1	1152.37	806.1584	CellCharter	104572	500	MERFISH	13.435973333333333	1.15237	0.250442
195	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	CellCharter/config_1	1316.71	785.9978	CellCharter	120186	500	MERFISH	13.099963333333333	1.31671	0.519875
196	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	CellCharter/config_1	1105.21	809.7842	CellCharter	99806	500	MERFISH	13.496403333333335	1.10521	0.417015
197	xenium-mouse-brain-SergioSalas	region_main	CellCharter/config_1	903.27	749.1044	CellCharter	142991	248	Xenium	12.485073333333334	0.90327	0.372799
198	libd_dlpfc	Br8100_151674	CellCharter/config_2	1397.56	538.4866	CellCharter	3673	33538	Visium	8.974776666666665	1.39756	0.384604
199	libd_dlpfc	Br5292_151507	CellCharter/config_2	1296.86	347.6233	CellCharter	4226	33538	Visium	5.793721666666666	1.29686	0.434585
200	libd_dlpfc	Br5595_151672	CellCharter/config_2	1136.92	367.7458	CellCharter	4015	33538	Visium	6.129096666666666	1.1369200000000002	0.289929
201	libd_dlpfc	Br8100_151675	CellCharter/config_2	1270.01	349.5402	CellCharter	3592	33538	Visium	5.825670000000001	1.27001	0.510347
202	libd_dlpfc	Br5595_151670	CellCharter/config_2	1242.98	784.7218	CellCharter	3498	33538	Visium	13.078696666666668	1.24298	0.247377
203	libd_dlpfc	Br5595_151671	CellCharter/config_2	1326.61	507.2568	CellCharter	4110	33538	Visium	8.45428	1.3266099999999998	0.328128
204	libd_dlpfc	Br5292_151509	CellCharter/config_2	1324.67	375.6103	CellCharter	4789	33538	Visium	6.2601716666666665	1.32467	0.403372
205	libd_dlpfc	Br5292_151510	CellCharter/config_2	1294.51	314.2678	CellCharter	4634	33538	Visium	5.237796666666667	1.29451	0.3069
206	libd_dlpfc	Br8100_151676	CellCharter/config_2	1303.49	493.5929	CellCharter	3460	33538	Visium	8.226548333333334	1.30349	0.317024
207	libd_dlpfc	Br8100_151673	CellCharter/config_2	1366.0	681.8107	CellCharter	3639	33538	Visium	11.363511666666666	1.366	0.468116
208	libd_dlpfc	Br5595_151669	CellCharter/config_2	1296.35	512.5027	CellCharter	3661	33538	Visium	8.541711666666666	1.29635	0.18408
209	libd_dlpfc	Br5292_151508	CellCharter/config_2	1201.18	583.1027	CellCharter	4384	33538	Visium	9.718378333333334	1.2011800000000001	0.451836
210	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	CellCharter/config_2	2475.01	1359.7512	CellCharter	3798	36601	Visium	22.662519999999997	2.47501	0.543229
211	visium_chicken_heart	sample_D4	CellCharter/config_2	1132.11	164.5105	CellCharter	747	24356	Visium	2.7418416666666667	1.13211	0.360401
212	visium_chicken_heart	sample_D14	CellCharter/config_2	1306.69	287.5102	CellCharter	1967	24356	Visium	4.791836666666667	1.3066900000000001	0.466857
213	visium_chicken_heart	sample_D7	CellCharter/config_2	1261.58	357.842	CellCharter	1966	24356	Visium	5.964033333333333	1.26158	0.536108
214	visium_chicken_heart	sample_D10	CellCharter/config_2	1294.86	438.5446	CellCharter	1916	24356	Visium	7.309076666666667	1.29486	0.671814
215	STARmap_plus	well09	CellCharter/config_2	544.89	657.9806	CellCharter	50603	1022	Starmap+	10.966343333333333	0.54489	0.413842
216	STARmap_plus	well01brain	CellCharter/config_2	723.38	860.227	CellCharter	29623	1022	Starmap+	14.337116666666667	0.72338	0.370179
217	STARmap_plus	well05	CellCharter/config_2	758.25	1019.8092	CellCharter	46184	1022	Starmap+	16.99682	0.75825	0.370408
218	STARmap_plus	well03	CellCharter/config_2	729.73	986.9911	CellCharter	36954	1022	Starmap+	16.449851666666667	0.72973	0.34019
219	STARmap_plus	well08	CellCharter/config_2	786.67	930.4386	CellCharter	48306	1022	Starmap+	15.507309999999999	0.78667	0.355182
220	STARmap_plus	well07	CellCharter/config_2	728.9	615.5705	CellCharter	45268	1022	Starmap+	10.259508333333335	0.7289	0.33025
