data	sample	method_instance	memory_mb	runtime_s	method	n_cell	n_gene	technology	runtime(min)	memory(GB)	ARI
19	STARmap_plus	well05	BANKSY_default	4692.29	263.3121	BANKSY	46184	1022	Starmap+	4.388535	4.69229	0.303111
20	STARmap_plus	well03	BANKSY_default	3807.39	241.0604	BANKSY	36954	1022	Starmap+	4.017673333333333	3.80739	0.263702
21	STARmap_plus	well08	BANKSY_default	4726.08	282.3212	BANKSY	48306	1022	Starmap+	4.705353333333333	4.72608	0.652629
22	STARmap_plus	well07	BANKSY_default	4432.3	358.1693	BANKSY	45268	1022	Starmap+	5.9694883333333335	4.432300000000001	0.417434
23	STARmap_plus	well06	BANKSY_default	5407.72	396.1539	BANKSY	58117	1022	Starmap+	6.602565	5.40772	0.398106
24	STARmap_plus	well11	BANKSY_default	3748.14	206.263	BANKSY	43341	1022	Starmap+	3.4377166666666668	3.74814	0.302284
25	STARmap_plus	well10	BANKSY_default	5291.05	692.1422	BANKSY	63343	1022	Starmap+	11.535703333333334	5.29105	0.628348
26	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	BANKSY_default	4207.45	682.1516	BANKSY	90145	500	MERFISH	11.369193333333333	4.20745	0.252077
27	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	BANKSY_default	6081.05	847.2333	BANKSY	115779	500	MERFISH	14.120555	6.08105	0.164843
28	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	BANKSY_default	5632.13	446.7692	BANKSY	112169	500	MERFISH	7.446153333333333	5.63213	0.239931
29	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	BANKSY_default	5075.42	985.9006	BANKSY	104572	500	MERFISH	16.431676666666668	5.07542	0.228637
30	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	BANKSY_default	5489.14	750.0757	BANKSY	120186	500	MERFISH	12.501261666666666	5.48914	0.221287
31	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	BANKSY_default	5652.66	631.2817	BANKSY	99806	500	MERFISH	10.521361666666667	5.65266	0.23869
32	xenium-mouse-brain-SergioSalas	region_main	BANKSY_default	4491.5	1204.0178	BANKSY	142991	248	Xenium	20.066963333333334	4.4915	0.17863
38	libd_dlpfc	Br5595_151671	BANKSY_dlpfc	1078.13	38.0595	BANKSY	4110	33538	Visium	0.634325	1.07813	0.483078
39	libd_dlpfc	Br5292_151509	BANKSY_dlpfc	1523.41	34.6523	BANKSY	4789	33538	Visium	0.5775383333333333	1.5234100000000002	0.568694
40	libd_dlpfc	Br5292_151510	BANKSY_dlpfc	2199.21	46.8138	BANKSY	4634	33538	Visium	0.78023	2.19921	0.523771
41	libd_dlpfc	Br8100_151676	BANKSY_dlpfc	1319.26	31.8491	BANKSY	3460	33538	Visium	0.5308183333333333	1.31926	0.574064
42	libd_dlpfc	Br8100_151673	BANKSY_dlpfc	1150.35	45.2743	BANKSY	3639	33538	Visium	0.7545716666666666	1.15035	0.391626
43	libd_dlpfc	Br5595_151669	BANKSY_dlpfc	1473.78	32.2144	BANKSY	3661	33538	Visium	0.5369066666666666	1.4737799999999999	0.589955
44	libd_dlpfc	Br5292_151508	BANKSY_dlpfc	2063.5	72.6818	BANKSY	4384	33538	Visium	1.2113633333333333	2.0635	0.471523
45	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	BANKSY_dlpfc	2434.38	56.7202	BANKSY	3798	36601	Visium	0.9453366666666666	2.43438	0.474215
46	visium_chicken_heart	sample_D4	BANKSY_dlpfc	1141.81	18.7259	BANKSY	747	24356	Visium	0.3120983333333333	1.14181	0.463825
47	visium_chicken_heart	sample_D14	BANKSY_dlpfc	1036.14	29.5642	BANKSY	1967	24356	Visium	0.49273666666666666	1.03614	0.559021
48	visium_chicken_heart	sample_D7	BANKSY_dlpfc	1097.5	26.8326	BANKSY	1966	24356	Visium	0.44721	1.0975	0.454048
49	visium_chicken_heart	sample_D10	BANKSY_dlpfc	1428.62	21.5193	BANKSY	1916	24356	Visium	0.358655	1.42862	0.485139
50	STARmap_plus	well09	BANKSY_dlpfc	6397.49	298.8003	BANKSY	50603	1022	Starmap+	4.980005	6.3974899999999995	-0.0318116
51	STARmap_plus	well01brain	BANKSY_dlpfc	4176.31	150.4401	BANKSY	29623	1022	Starmap+	2.507335	4.17631	0.210198
52	STARmap_plus	well05	BANKSY_dlpfc	6056.42	383.2176	BANKSY	46184	1022	Starmap+	6.38696	6.05642	0.360062
53	STARmap_plus	well03	BANKSY_dlpfc	5368.89	312.2176	BANKSY	36954	1022	Starmap+	5.203626666666667	5.36889	0.491174
54	STARmap_plus	well08	BANKSY_dlpfc	6760.04	272.5887	BANKSY	48306	1022	Starmap+	4.543145	6.76004	0.526302
55	STARmap_plus	well07	BANKSY_dlpfc	6212.77	354.9094	BANKSY	45268	1022	Starmap+	5.915156666666666	6.212770000000001	0.642786
56	STARmap_plus	well06	BANKSY_dlpfc	7273.89	444.7576	BANKSY	58117	1022	Starmap+	7.412626666666667	7.273890000000001	0.149394
57	STARmap_plus	well11	BANKSY_dlpfc	6103.64	255.9254	BANKSY	43341	1022	Starmap+	4.265423333333334	6.10364	0.387328
58	STARmap_plus	well10	BANKSY_dlpfc	7499.34	537.6961	BANKSY	63343	1022	Starmap+	8.961601666666667	7.49934	0.38433
59	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	BANKSY_dlpfc	6625.92	483.9842	BANKSY	90145	500	MERFISH	8.066403333333334	6.62592	0.652189
60	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	BANKSY_dlpfc	6429.06	1096.5076	BANKSY	115779	500	MERFISH	18.275126666666665	6.429060000000001	0.41237
61	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	BANKSY_dlpfc	6976.28	718.3955	BANKSY	112169	500	MERFISH	11.973258333333332	6.97628	0.39397
62	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	BANKSY_dlpfc	5945.56	1115.8345	BANKSY	104572	500	MERFISH	18.597241666666665	5.94556	0.259044
63	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	BANKSY_dlpfc	7180.62	987.9372	BANKSY	120186	500	MERFISH	16.465619999999998	7.18062	0.593327
64	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	BANKSY_dlpfc	5990.64	642.9314	BANKSY	99806	500	MERFISH	10.715523333333334	5.99064	0.243383
65	xenium-mouse-brain-SergioSalas	region_main	BANKSY_dlpfc	6217.16	980.8265	BANKSY	142991	248	Xenium	16.347108333333335	6.21716	0.15659
66	libd_dlpfc	Br8100_151674	BANKSY_github	6285.43	121.0379	BANKSY	3673	33538	Visium	2.017298333333333	6.28543	0.194149
67	libd_dlpfc	Br5292_151507	BANKSY_github	6218.64	116.5958	BANKSY	4226	33538	Visium	1.9432633333333333	6.218640000000001	0.234638
68	libd_dlpfc	Br5595_151672	BANKSY_github	6132.46	129.6037	BANKSY	4015	33538	Visium	2.1600616666666665	6.13246	0.237079
69	libd_dlpfc	Br8100_151675	BANKSY_github	5540.59	78.706	BANKSY	3592	33538	Visium	1.3117666666666667	5.54059	0.203111
70	libd_dlpfc	Br5595_151670	BANKSY_github	5250.81	99.6601	BANKSY	3498	33538	Visium	1.6610016666666667	5.25081	0.292255
76	libd_dlpfc	Br5595_151669	BANKSY_github	5657.97	112.5319	BANKSY	3661	33538	Visium	1.8755316666666666	5.657970000000001	0.36331
77	libd_dlpfc	Br5292_151508	BANKSY_github	6444.02	84.9651	BANKSY	4384	33538	Visium	1.416085	6.44402	0.510761
78	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	BANKSY_github	9227.67	164.6353	BANKSY	3798	36601	Visium	2.7439216666666666	9.22767	0.758914
79	visium_chicken_heart	sample_D4	BANKSY_github	1384.11	27.4925	BANKSY	747	24356	Visium	0.45820833333333333	1.38411	0.251825
80	visium_chicken_heart	sample_D14	BANKSY_github	3694.18	73.1939	BANKSY	1967	24356	Visium	1.2198983333333333	3.69418	0.393977
81	visium_chicken_heart	sample_D7	BANKSY_github	3574.4	74.7654	BANKSY	1966	24356	Visium	1.24609	3.5744000000000002	0.564882
82	visium_chicken_heart	sample_D10	BANKSY_github	3983.69	70.3675	BANKSY	1916	24356	Visium	1.1727916666666667	3.98369	0.50133
83	STARmap_plus	well09	BANKSY_github	7103.95	437.268	BANKSY	50603	1022	Starmap+	7.2878	7.10395	0.349717
84	STARmap_plus	well01brain	BANKSY_github	4321.52	247.1235	BANKSY	29623	1022	Starmap+	4.118725	4.3215200000000005	0.371204
85	STARmap_plus	well05	BANKSY_github	5536.39	394.902	BANKSY	46184	1022	Starmap+	6.5817	5.53639	0.547978
86	STARmap_plus	well03	BANKSY_github	4988.97	229.5486	BANKSY	36954	1022	Starmap+	3.8258099999999997	4.98897	0.24114
87	STARmap_plus	well08	BANKSY_github	6294.73	468.6906	BANKSY	48306	1022	Starmap+	7.81151	6.2947299999999995	0.517468
88	STARmap_plus	well07	BANKSY_github	6402.92	428.9443	BANKSY	45268	1022	Starmap+	7.149071666666667	6.40292	0.34546
114	visium_chicken_heart	sample_D7	BANKSY_starmap	1729.68	31.8907	BANKSY	1966	24356	Visium	0.5315116666666666	1.72968	0.393024
115	visium_chicken_heart	sample_D10	BANKSY_starmap	1186.82	41.4463	BANKSY	1916	24356	Visium	0.6907716666666667	1.18682	0.415198
116	STARmap_plus	well09	BANKSY_starmap	4491.69	423.435	BANKSY	50603	1022	Starmap+	7.05725	4.491689999999999	0.522924
117	STARmap_plus	well01brain	BANKSY_starmap	3266.24	103.3167	BANKSY	29623	1022	Starmap+	1.721945	3.26624	0.476426
118	STARmap_plus	well05	BANKSY_starmap	4725.8	290.7177	BANKSY	46184	1022	Starmap+	4.845294999999999	4.7258000000000004	0.275918
119	STARmap_plus	well03	BANKSY_starmap	3882.16	214.9838	BANKSY	36954	1022	Starmap+	3.5830633333333335	3.88216	0.485921
120	STARmap_plus	well08	BANKSY_starmap	4525.54	245.3821	BANKSY	48306	1022	Starmap+	4.089701666666667	4.52554	0.564782
121	STARmap_plus	well07	BANKSY_starmap	4048.12	191.798	BANKSY	45268	1022	Starmap+	3.196633333333333	4.04812	0.375721
122	STARmap_plus	well06	BANKSY_starmap	5030.36	378.0617	BANKSY	58117	1022	Starmap+	6.301028333333333	5.03036	0.395295
123	STARmap_plus	well11	BANKSY_starmap	4131.22	274.5656	BANKSY	43341	1022	Starmap+	4.576093333333334	4.13122	0.45452
124	STARmap_plus	well10	BANKSY_starmap	5755.12	418.2299	BANKSY	63343	1022	Starmap+	6.9704983333333335	5.75512	0.278104
125	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	BANKSY_starmap	4984.39	423.5357	BANKSY	90145	500	MERFISH	7.058928333333333	4.98439	0.511221
126	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	BANKSY_starmap	6338.82	827.1621	BANKSY	115779	500	MERFISH	13.786035	6.33882	0.256806
127	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	BANKSY_starmap	5121.23	434.8427	BANKSY	112169	500	MERFISH	7.247378333333333	5.12123	0.291945
128	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	BANKSY_starmap	5224.73	687.2552	BANKSY	104572	500	MERFISH	11.454253333333332	5.224729999999999	0.395577
129	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	BANKSY_starmap	5903.62	762.3461	BANKSY	120186	500	MERFISH	12.705768333333333	5.90362	0.319039
130	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	BANKSY_starmap	5380.89	467.5681	BANKSY	99806	500	MERFISH	7.792801666666667	5.38089	0.380281
131	xenium-mouse-brain-SergioSalas	region_main	BANKSY_starmap	5560.03	1640.3119	BANKSY	142991	248	Xenium	27.338531666666665	5.560029999999999	0.512149
132	libd_dlpfc	Br8100_151674	BayesSpace_1	1962.44	176.8434	BayesSpace	3673	33538	Visium	2.94739	1.96244	0.232338
133	libd_dlpfc	Br5292_151507	BayesSpace_1	1876.89	191.8292	BayesSpace	4226	33538	Visium	3.197153333333333	1.8768900000000002	0.709454
134	libd_dlpfc	Br5595_151672	BayesSpace_1	1843.89	182.5343	BayesSpace	4015	33538	Visium	3.042238333333333	1.84389	0.553136
135	libd_dlpfc	Br8100_151675	BayesSpace_1	1806.11	123.8051	BayesSpace	3592	33538	Visium	2.0634183333333334	1.8061099999999999	0.418044
136	libd_dlpfc	Br5595_151670	BayesSpace_1	1784.55	155.1396	BayesSpace	3498	33538	Visium	2.58566	1.7845499999999999	0.626275
137	libd_dlpfc	Br5595_151671	BayesSpace_1	1906.61	183.7539	BayesSpace	4110	33538	Visium	3.0625649999999998	1.90661	0.525049
138	libd_dlpfc	Br5292_151509	BayesSpace_1	1981.2	216.202	BayesSpace	4789	33538	Visium	3.6033666666666666	1.9812	0.556578
139	libd_dlpfc	Br5292_151510	BayesSpace_1	2040.95	151.7718	BayesSpace	4634	33538	Visium	2.5295300000000003	2.04095	0.44588
140	libd_dlpfc	Br8100_151676	BayesSpace_1	1793.74	160.2797	BayesSpace	3460	33538	Visium	2.6713283333333333	1.7937400000000001	0.324397
141	libd_dlpfc	Br8100_151673	BayesSpace_1	1929.59	119.4671	BayesSpace	3639	33538	Visium	1.9911183333333333	1.92959	0.36055
142	libd_dlpfc	Br5595_151669	BayesSpace_1	1815.12	118.9922	BayesSpace	3661	33538	Visium	1.9832033333333332	1.8151199999999998	0.327982
143	libd_dlpfc	Br5292_151508	BayesSpace_1	1934.16	146.2174	BayesSpace	4384	33538	Visium	2.4369566666666667	1.93416	0.386442
145	visium_chicken_heart	sample_D4	BayesSpace_1	1217.35	46.2879	BayesSpace	747	24356	Visium	0.771465	1.21735	0.329369
146	visium_chicken_heart	sample_D14	BayesSpace_1	1385.25	73.8649	BayesSpace	1967	24356	Visium	1.2310816666666669	1.38525	0.455773
147	visium_chicken_heart	sample_D7	BayesSpace_1	1441.7	74.2628	BayesSpace	1966	24356	Visium	1.2377133333333332	1.4417	0.107852
148	visium_chicken_heart	sample_D10	BayesSpace_1	1371.05	98.7041	BayesSpace	1916	24356	Visium	1.6450683333333334	1.3710499999999999	0.0631498
165	libd_dlpfc	Br8100_151674	BayesSpace_default	4253.45	1573.5255	BayesSpace	3673	33538	Visium	26.225424999999998	4.25345	0.266634
166	libd_dlpfc	Br5292_151507	BayesSpace_default	4457.3	1783.5914	BayesSpace	4226	33538	Visium	29.726523333333333	4.4573	0.409793
167	libd_dlpfc	Br5595_151672	BayesSpace_default	4331.57	1234.57	BayesSpace	4015	33538	Visium	20.576166666666666	4.33157	0.297658
168	libd_dlpfc	Br8100_151675	BayesSpace_default	8767.57	1097.037	BayesSpace	3592	33538	Visium	18.28395	8.76757	0.369774
169	libd_dlpfc	Br5595_151670	BayesSpace_default	7530.5	1041.4624	BayesSpace	3498	33538	Visium	17.357706666666665	7.5305	0.481632
170	libd_dlpfc	Br5595_151671	BayesSpace_default	4449.93	1244.0217	BayesSpace	4110	33538	Visium	20.733695	4.44993	0.230799
171	libd_dlpfc	Br5292_151509	BayesSpace_default	4949.85	2019.6283	BayesSpace	4789	33538	Visium	33.660471666666666	4.9498500000000005	0.474168
172	libd_dlpfc	Br5292_151510	BayesSpace_default	9720.59	1945.1637	BayesSpace	4634	33538	Visium	32.419395	9.72059	0.511975
173	libd_dlpfc	Br8100_151676	BayesSpace_default	3936.13	1439.6141	BayesSpace	3460	33538	Visium	23.993568333333332	3.93613	0.405108
174	libd_dlpfc	Br8100_151673	BayesSpace_default	6598.2	1557.1012	BayesSpace	3639	33538	Visium	25.951686666666667	6.598199999999999	0.507183
175	libd_dlpfc	Br5595_151669	BayesSpace_default	4068.09	1111.4331	BayesSpace	3661	33538	Visium	18.523885	4.06809	0.532462
176	libd_dlpfc	Br5292_151508	BayesSpace_default	9223.1	1850.4472	BayesSpace	4384	33538	Visium	30.840786666666666	9.2231	0.61104
177	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	BayesSpace_default	8792.05	1248.7429	BayesSpace	3798	36601	Visium	20.812381666666667	8.79205	0.531914
178	visium_chicken_heart	sample_D4	BayesSpace_default	1684.89	240.6864	BayesSpace	747	24356	Visium	4.0114399999999995	1.68489	0.371055
179	visium_chicken_heart	sample_D14	BayesSpace_default	4870.95	618.3363	BayesSpace	1967	24356	Visium	10.305605000000002	4.87095	0.44369
180	visium_chicken_heart	sample_D7	BayesSpace_default	4881.0	618.0654	BayesSpace	1966	24356	Visium	10.301089999999999	4.881	0.343166
181	visium_chicken_heart	sample_D10	BayesSpace_default	3408.86	831.7592	BayesSpace	1916	24356	Visium	13.862653333333332	3.4088600000000002	0.404946
198	libd_dlpfc	Br8100_151674	BayesSpace_melanoma	4204.79	762.6826	BayesSpace	3673	33538	Visium	12.711376666666666	4.20479	0.384604
199	libd_dlpfc	Br5292_151507	BayesSpace_melanoma	4441.59	606.8443	BayesSpace	4226	33538	Visium	10.114071666666666	4.44159	0.434585
200	libd_dlpfc	Br5595_151672	BayesSpace_melanoma	4289.29	573.4794	BayesSpace	4015	33538	Visium	9.55799	4.28929	0.289929
201	libd_dlpfc	Br8100_151675	BayesSpace_melanoma	3982.48	522.5143	BayesSpace	3592	33538	Visium	8.708571666666668	3.98248	0.510347
202	libd_dlpfc	Br5595_151670	BayesSpace_melanoma	8472.45	496.7897	BayesSpace	3498	33538	Visium	8.279828333333333	8.47245	0.247377
203	libd_dlpfc	Br5595_151671	BayesSpace_melanoma	5893.56	594.573	BayesSpace	4110	33538	Visium	9.90955	5.893560000000001	0.328128
204	libd_dlpfc	Br5292_151509	BayesSpace_melanoma	9899.08	678.5064	BayesSpace	4789	33538	Visium	11.30844	9.89908	0.403372
205	libd_dlpfc	Br5292_151510	BayesSpace_melanoma	10417.12	677.8531	BayesSpace	4634	33538	Visium	11.297551666666667	10.41712	0.3069
206	libd_dlpfc	Br8100_151676	BayesSpace_melanoma	3900.1	691.0758	BayesSpace	3460	33538	Visium	11.51793	3.9001	0.317024
207	libd_dlpfc	Br8100_151673	BayesSpace_melanoma	4164.39	522.5048	BayesSpace	3639	33538	Visium	8.708413333333334	4.16439	0.468116
208	libd_dlpfc	Br5595_151669	BayesSpace_melanoma	4028.78	731.0831	BayesSpace	3661	33538	Visium	12.184718333333333	4.02878	0.18408
209	libd_dlpfc	Br5292_151508	BayesSpace_melanoma	10790.31	886.6521	BayesSpace	4384	33538	Visium	14.777535	10.79031	0.451836
210	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	BayesSpace_melanoma	4644.03	633.8552	BayesSpace	3798	36601	Visium	10.564253333333333	4.64403	0.543229
211	visium_chicken_heart	sample_D4	BayesSpace_melanoma	1605.16	119.8467	BayesSpace	747	24356	Visium	1.997445	1.6051600000000001	0.360401
212	visium_chicken_heart	sample_D14	BayesSpace_melanoma	3392.1	289.939	BayesSpace	1967	24356	Visium	4.832316666666667	3.3921	0.466857
213	visium_chicken_heart	sample_D7	BayesSpace_melanoma	2659.88	301.977	BayesSpace	1966	24356	Visium	5.03295	2.6598800000000002	0.536108
214	visium_chicken_heart	sample_D10	BayesSpace_melanoma	2580.58	396.006	BayesSpace	1916	24356	Visium	6.600099999999999	2.58058	0.671814
231	libd_dlpfc	Br8100_151674	BayesSpace_scc	1959.25	343.6144	BayesSpace	3673	33538	Visium	5.726906666666666	1.95925	0.430544
232	libd_dlpfc	Br5292_151507	BayesSpace_scc	1879.76	293.0725	BayesSpace	4226	33538	Visium	4.884541666666666	1.87976	0.2382
233	libd_dlpfc	Br5595_151672	BayesSpace_scc	1875.54	265.2741	BayesSpace	4015	33538	Visium	4.421234999999999	1.87554	0.547895
234	libd_dlpfc	Br8100_151675	BayesSpace_scc	1824.65	322.877	BayesSpace	3592	33538	Visium	5.381283333333333	1.82465	0.325335
235	libd_dlpfc	Br5595_151670	BayesSpace_scc	1732.23	308.006	BayesSpace	3498	33538	Visium	5.133433333333333	1.73223	0.275248
236	libd_dlpfc	Br5595_151671	BayesSpace_scc	1917.33	266.8896	BayesSpace	4110	33538	Visium	4.44816	1.91733	0.388164
237	libd_dlpfc	Br5292_151509	BayesSpace_scc	2011.95	425.1105	BayesSpace	4789	33538	Visium	7.0851750000000004	2.01195	0.435706
238	libd_dlpfc	Br5292_151510	BayesSpace_scc	2009.56	418.8255	BayesSpace	4634	33538	Visium	6.980424999999999	2.00956	0.277234
239	libd_dlpfc	Br8100_151676	BayesSpace_scc	1793.46	311.5415	BayesSpace	3460	33538	Visium	5.192358333333333	1.79346	0.307279
240	libd_dlpfc	Br8100_151673	BayesSpace_scc	1954.28	245.8045	BayesSpace	3639	33538	Visium	4.0967416666666665	1.95428	0.0172641
241	libd_dlpfc	Br5595_151669	BayesSpace_scc	1837.84	328.9869	BayesSpace	3661	33538	Visium	5.483115	1.83784	0.472384
242	libd_dlpfc	Br5292_151508	BayesSpace_scc	1967.21	284.39	BayesSpace	4384	33538	Visium	4.739833333333333	1.9672100000000001	0.681541
243	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	BayesSpace_scc	3005.5	287.3224	BayesSpace	3798	36601	Visium	4.788706666666667	3.0055	0.461138
244	visium_chicken_heart	sample_D4	BayesSpace_scc	1164.51	81.6283	BayesSpace	747	24356	Visium	1.3604716666666665	1.16451	0.541569
245	visium_chicken_heart	sample_D14	BayesSpace_scc	1418.46	190.3792	BayesSpace	1967	24356	Visium	3.1729866666666666	1.41846	0.130885
246	visium_chicken_heart	sample_D7	BayesSpace_scc	1447.38	192.4458	BayesSpace	1966	24356	Visium	3.20743	1.44738	0.0755557
247	visium_chicken_heart	sample_D10	BayesSpace_scc	1397.18	139.9175	BayesSpace	1916	24356	Visium	2.331958333333333	1.39718	0.367807
266	libd_dlpfc	Br5595_151672	CellCharter_1	779.37	151.7746	CellCharter	4015	33538	Visium	2.5295766666666664	0.77937	0.470122
267	libd_dlpfc	Br8100_151675	CellCharter_1	763.93	85.564	CellCharter	3592	33538	Visium	1.4260666666666666	0.76393	0.425202
268	libd_dlpfc	Br5595_151670	CellCharter_1	740.82	98.732	CellCharter	3498	33538	Visium	1.6455333333333333	0.74082	0.742122
269	libd_dlpfc	Br5595_151671	CellCharter_1	796.9	161.5241	CellCharter	4110	33538	Visium	2.6920683333333333	0.7968999999999999	0.33601
270	libd_dlpfc	Br5292_151509	CellCharter_1	801.27	93.9099	CellCharter	4789	33538	Visium	1.565165	0.8012699999999999	0.246376
271	libd_dlpfc	Br5292_151510	CellCharter_1	889.94	124.126	CellCharter	4634	33538	Visium	2.068766666666667	0.8899400000000001	0.548521
272	libd_dlpfc	Br8100_151676	CellCharter_1	764.36	177.1313	CellCharter	3460	33538	Visium	2.9521883333333334	0.76436	0.294325
273	libd_dlpfc	Br8100_151673	CellCharter_1	866.86	144.0074	CellCharter	3639	33538	Visium	2.400123333333333	0.86686	0.283243
274	libd_dlpfc	Br5595_151669	CellCharter_1	909.86	103.0744	CellCharter	3661	33538	Visium	1.7179066666666667	0.90986	0.406922
275	libd_dlpfc	Br5292_151508	CellCharter_1	745.23	104.5045	CellCharter	4384	33538	Visium	1.7417416666666665	0.7452300000000001	0.529634
276	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	CellCharter_1	762.11	242.8131	CellCharter	3798	36601	Visium	4.046885	0.7621100000000001	0.403567
277	visium_chicken_heart	sample_D4	CellCharter_1	690.18	67.8539	CellCharter	747	24356	Visium	1.1308983333333333	0.6901799999999999	0.432742
278	visium_chicken_heart	sample_D14	CellCharter_1	635.74	73.3127	CellCharter	1967	24356	Visium	1.2218783333333334	0.63574	0.0252611
279	visium_chicken_heart	sample_D7	CellCharter_1	707.34	120.2592	CellCharter	1966	24356	Visium	2.0043200000000003	0.7073400000000001	0.40918
280	visium_chicken_heart	sample_D10	CellCharter_1	779.54	115.8174	CellCharter	1916	24356	Visium	1.93029	0.77954	0.670184
281	STARmap_plus	well09	CellCharter_1	979.97	623.9699	CellCharter	50603	1022	Starmap+	10.399498333333334	0.97997	0.469894
282	STARmap_plus	well01brain	CellCharter_1	854.39	849.0179	CellCharter	29623	1022	Starmap+	14.150298333333334	0.85439	0.610698
283	STARmap_plus	well05	CellCharter_1	850.96	822.5929	CellCharter	46184	1022	Starmap+	13.709881666666666	0.85096	0.375405
284	STARmap_plus	well03	CellCharter_1	877.43	595.3604	CellCharter	36954	1022	Starmap+	9.922673333333334	0.8774299999999999	0.0758433
285	STARmap_plus	well08	CellCharter_1	900.99	871.7974	CellCharter	48306	1022	Starmap+	14.529956666666667	0.90099	0.350257
286	STARmap_plus	well07	CellCharter_1	864.79	907.4382	CellCharter	45268	1022	Starmap+	15.123970000000002	0.86479	0.288782
287	STARmap_plus	well06	CellCharter_1	895.54	609.5977	CellCharter	58117	1022	Starmap+	10.159961666666668	0.89554	0.235763
288	STARmap_plus	well11	CellCharter_1	833.57	871.3921	CellCharter	43341	1022	Starmap+	14.523201666666667	0.83357	0.27022
289	STARmap_plus	well10	CellCharter_1	862.48	838.9318	CellCharter	63343	1022	Starmap+	13.982196666666665	0.86248	0.240944
