	Br8100_151674	Br5292_151507	Br5595_151672	Br8100_151675	Br5595_151670	Br5595_151671	Br5292_151509	Br5292_151510	Br8100_151676	Br8100_151673	Br5595_151669	Br5292_151508	visium_breast_cancer_SEDR	sample_D4	sample_D14	sample_D7	sample_D10	well09	well01brain	well05	well03	well08	well07	well06	well11	well10	C57BL6J-638850_6600	C57BL6J-638850_6400	C57BL6J-638850_8000	C57BL6J-638850_7200	C57BL6J-638850_6800	C57BL6J-638850_7800	region_main
SEDR_default	0.644291	0.6811	0.661888	0.654617	0.403986	0.652487	0.626787	0.568063	0.644043	0.682568	0.538686	0.628342	0.637056	0.327549	0.460423	0.521021	0.492522	0.58203	0.295603	0.623746	0.511845	0.476367	0.525214	0.616191	0.612185	0.590065	0.466034	0.485361	0.484249	0.479312	0.467008	0.474584	0.457203
SEDR_dlpfc	0.72343	0.642973	0.669554	0.674955	0.40632	0.670775	0.652482	0.596635	0.665302	0.642413	0.552368	0.617198	0.632844	0.307987	0.437723	0.491693	0.45258	0.571052	0.31247	0.607419	0.594817	0.580115	0.60413	0.567189	0.555049	0.590795	0.471723	0.458265	0.501619	0.493838	0.495316	0.499086	0.494488
STAGATE_1	0.537637	0.575702	0.607014	0.56799	0.451705	0.59402	0.483771	0.594712	0.555141	0.590117	0.430043	0.516253	0.632651	0.550325	0.556755	0.589658	0.56424	0.59101	0.327432	0.628836	0.577758	0.646524	0.60664	0.606336	0.568301	0.620895	0.541461	0.576117	0.481612	0.517494	0.561103	0.543715	0.567311
STAGATE_default	0.622005	0.677079	0.601806	0.698631	0.525143	0.661418	0.564912	0.605207	0.566271	0.694934	0.530319	0.638511	0.618393	0.508993	0.631815	0.561626	0.633728	0.558324	0.284689	0.556529	0.544881	0.515222	0.60522	0.597745	0.518924	0.531017	0.491586	0.491645	0.513857	0.516213	0.516836	0.494652	0.541477
STAGATE_slide_stereo	0.462746	0.426195	0.41213	0.38485	0.314685	0.431119	0.393929	0.393587	0.406366	0.463292	0.355728	0.426263	0.631637	0.576153	0.559558	0.586657	0.598059	0.480548	0.189959	0.362498	0.372029	0.478189	0.386053	0.370568	0.336331	0.577636	0.533428	0.550291	0.574309	0.528875	0.550406	0.571927	0.600099
STAGATE_starmap	0.50128	0.655492	0.646265	0.56948	0.516892	0.672997	0.627625	0.611748	0.694915	0.56606	0.482477	0.644036	0.640768	0.411473	0.490575	0.519907	0.516687	0.495042	0.288152	0.638066	0.556741	0.59503	0.606605	0.58432	0.607848	0.497202	0.539349						
SpaceFlow_1	0.483411	0.593145	0.517086	0.448434	0.346209	0.480682	0.477844	0.388462	0.479608	0.54587	0.414213	0.461733	0.666749	0.245819	0.42758	0.440251	0.461296	0.59824	0.306023	0.696993	0.657618	0.659535	0.638895	0.731447	0.656776	0.599936	0.545826	0.537321	0.562308	0.534087	0.57387	0.549393	0.592095
SpaceFlow_2	0.381578	0.51203	0.457928	0.427176	0.340039	0.409773	0.393433	0.448475	0.412033	0.431127	0.38632	0.449866	0.693496	0.260636	0.440128	0.435769	0.462154	0.607722	0.30392	0.769079	0.6968	0.601732	0.680111	0.675919	0.61717	0.611142	0.532819	0.522731	0.545993	0.523575	0.562514	0.552475	0.605042
SpaceFlow_3	0.400249	0.411366	0.453572	0.39853	0.368686	0.404176	0.33481	0.388732	0.400094	0.433342	0.338552	0.382754	0.698894	0.260477	0.417653	0.401084	0.429675	0.592165	0.298403	0.71423	0.66732	0.619895	0.682485	0.69358	0.618191	0.619529	0.545826	0.537321	0.562308	0.534087	0.57387	0.549393	0.592095
SpaceFlow_default	0.543495	0.579574	0.619915	0.49448	0.347724	0.515542	0.469721	0.400899	0.496842	0.531172	0.399084	0.44606	0.656619	0.260939	0.429114	0.442464	0.473614	0.575972	0.298558	0.710256	0.664165	0.58905	0.638742	0.72462	0.625591	0.596415	0.532819	0.522731	0.545993	0.523575	0.562514	0.552475	0.605042
bass_1	0.512015	0.648529	0.608982	0.629967	0.492465	0.615155	0.623642	0.5934	0.647503	0.666426	0.528163	0.593784	0.665865	0.415376	0.476527	0.561108	0.514608	0.578571	0.300941	0.597587	0.528666	0.581514	0.638102	0.629394	0.55685	0.566186	0.395963	0.443753	0.429175	0.424247	0.415596	0.395724	0.457642
bass_default	0.578694	0.604095	0.697922	0.595075	0.393428	0.629766	0.587025	0.558119	0.582536	0.632129	0.524026	0.637833	0.678263	0.371872	0.514343	0.560477	0.586524	0.607564	0.342701	0.58658	0.703159	0.517008	0.5568	0.592676	0.532014	0.60924	0.506479	0.488151	0.547051	0.542471	0.519765	0.550174	0.51258
bass_dlpfc	0.494501	0.667405	0.611185	0.65586	0.490699	0.635133	0.633413	0.605993	0.663014	0.690835	0.538743	0.617094	0.668812	0.429365	0.454266	0.544961	0.545543	0.596139	0.33306	0.643733	0.5687	0.606261	0.700426	0.660703	0.58475	0.594093	0.47958	0.506065	0.516818	0.51099	0.492225	0.494939	0.519165
bass_starmap	0.675704	0.642508	0.697638	0.66168	0.470333	0.657977	0.575427	0.579362	0.527518	0.660287	0.522632	0.636593	0.660565	0.387578	0.549268	0.559016	0.573557	0.598988	0.333614	0.588861	0.690339	0.566178	0.612782	0.613502	0.53134	0.61231	0.514359	0.487623	0.511557	0.502454	0.508976	0.524344	0.48488
precast_1	0.591753	0.59053	0.575964	0.566018	0.456877	0.570074	0.439099	0.472147	0.478837	0.648688	0.391113	0.539645	0.63582	0.619776	0.607528	0.558482	0.648424	0.375716	0.1024	0.283587	0.29857	0.297837	0.244232	0.315992	0.310754	0.372301	0.295451	0.311183	0.298777	0.297609	0.277543	0.306619	0.244939
precast_BC	0.507508	0.644589	0.567717	0.568149	0.424832	0.629486	0.572987	0.626447	0.521321	0.605546	0.480211	0.589057	0.645271	0.370503	0.570978	0.579046	0.626694	0.364113	0.100805	0.320276	0.276141	0.322658	0.30461	0.316235	0.321454	0.439936	0.295451	0.311183	0.298777	0.297609	0.277543	0.306619	0.244939
precast_default	0.514424	0.650207	0.578001	0.570282	0.426682	0.63122	0.581266	0.627695	0.531343	0.616061	0.487507	0.59736	0.645887	0.366058	0.57079	0.577763	0.627083	0.371496	0.105176	0.32547	0.29937	0.322297	0.318286	0.332809	0.329975	0.447611	0.302331	0.318124	0.304708	0.302949	0.285517	0.311127	0.249086
precast_dlpfc	0.558986	0.666288	0.652202	0.551473	0.469901	0.608899	0.531086	0.491012	0.582843	0.658212	0.403247	0.485224	0.627585	0.570111	0.610944	0.570539	0.646561	0.364113	0.100805	0.320276	0.276141	0.322658	0.30461	0.316235	0.321454	0.439936	0.295451	0.311183	0.298777	0.297609	0.277543	0.306619	0.244939
scanpy-leiden_leiden_1	0.317384	0.303024	0.204064	0.284514	0.213021	0.2423	0.304748	0.280241	0.289459	0.321921	0.204508	0.286452	0.442605	0.385853	0.550138	0.602624	0.529241	0.43545	0.204287	0.347828	0.330548	0.404413	0.318721	0.294151	0.332953	0.503733	0.33852	0.298662	0.32056	0.326249	0.305828	0.333638	0.268919
scanpy-leiden_leiden_2	0.311003	0.232007	0.187662	0.271495	0.183106	0.243552	0.244144	0.19683	0.269072	0.328017	0.207396	0.209659	0.492696	0.357351	0.538767	0.529921	0.513193	0.467383	0.1548	0.311888	0.38081	0.423541	0.277497	0.293191	0.334679	0.521525	0.340017	0.35487	0.306037	0.331945	0.326513	0.338946	0.281719
scanpy-leiden_leiden_3	0.325864	0.328348	0.233064	0.298054	0.223566	0.239592	0.316353	0.280822	0.282681	0.311851	0.236624	0.300643	0.450985	0.389459	0.517577	0.585784	0.558022	0.436011	0.187183	0.348568	0.330551	0.404891	0.312691	0.301986	0.332058	0.494978	0.339809	0.323111	0.320744	0.322021	0.305274	0.333468	0.267662
scanpy-leiden_leiden_4	0.290259	0.264656	0.197636	0.270592	0.171918	0.240685	0.22334	0.209952	0.246727	0.339835	0.226919	0.210164	0.493307	0.350382	0.5398	0.529465	0.52511	0.46798	0.228362	0.314712	0.372732	0.409028	0.364351	0.29291	0.332851	0.513276	0.344254	0.34594	0.306693	0.348135	0.321895	0.347918	0.261905
scanpy-louvain_louvain_1	0.310396	0.323643	0.213303	0.299489	0.215844	0.212432	0.282675	0.227339	0.296382	0.317776	0.231055	0.309394	0.451649	0.386493	0.487332	0.544674	0.522088	0.452172	0.148006	0.345072	0.324646	0.41075	0.309376	0.300508	0.330746	0.499425	0.330622	0.320509	0.32151	0.323957	0.323881	0.328809	0.292002
scanpy-louvain_louvain_2	0.279604	0.270312	0.20432	0.258221	0.165817	0.215763	0.238768	0.220285	0.300986	0.324368	0.186547	0.2093	0.492261	0.331341	0.532025	0.534574	0.541519	0.458363	0.183024	0.360835	0.362231	0.38612	0.271748	0.316827	0.333045	0.512035	0.321183	0.337767	0.322563	0.325203	0.31972	0.321806	0.275393
scanpy-louvain_louvain_3	0.331658	0.314769	0.229575	0.28966	0.223605	0.230628	0.280953	0.25924	0.277611	0.339477	0.231258	0.28251	0.437177	0.386566	0.520901	0.522368	0.535084	0.45187	0.112091	0.341259	0.32875	0.410358	0.319973	0.323499	0.330069	0.504221	0.339352	0.323799	0.318205	0.318676	0.335567	0.333402	0.286663
scanpy-louvain_louvain_4	0.292352	0.25221	0.189327	0.259879	0.215112	0.231579	0.235021	0.223196	0.294659	0.323207	0.185713	0.236851	0.486623	0.318097	0.528804	0.555157	0.543703	0.433787	0.167209	0.348576	0.336253	0.406919	0.278302	0.288963	0.331244	0.511567	0.326747	0.341384	0.310246	0.319199	0.31855	0.312395	0.289242
seurat-leiden_leiden_1	0.415349	0.444349	0.374128	0.410692	0.332615	0.452192	0.356533	0.412637	0.392952	0.490986	0.345071	0.398139	0.610776	0.449647	0.528102	0.547	0.562122	0.447279	0.128682	0.248566	0.285382	0.398594	0.235201	0.293695	0.269484	0.435445	0.277311	0.278346	0.261668	0.291267	0.272082	0.243723	0.292066
seurat-leiden_leiden_2	0.418077	0.459662	0.438867	0.432724	0.328775	0.396852	0.373361	0.406622	0.403364	0.414567	0.38099	0.432408	0.580956	0.475832	0.532613	0.547539	0.58743	0.392143	0.131218	0.267744	0.321675	0.367429	0.241559	0.21538	0.245564	0.391909	0.278937	0.260242	0.284308	0.29381	0.274855	0.248946	0.30689
seurat-leiden_leiden_3	0.423671	0.456945	0.382387	0.432187	0.339612	0.415565	0.369944	0.436553	0.400304	0.434701	0.380045	0.419911	0.591864	0.464894	0.498685	0.549271	0.566804	0.414423	0.0852662	0.248436	0.318412	0.39912	0.230113	0.253342	0.269109	0.445807	0.272149	0.28173	0.271509	0.301176	0.27296	0.245271	0.361772
seurat-leiden_leiden_4	0.418077	0.459662	0.438867	0.432724	0.328775	0.396852	0.373361	0.406622	0.403364	0.414567	0.38099	0.432408	0.583625	0.475832	0.532613	0.547539	0.58743	0.392143	0.131218	0.267744	0.321675	0.367429	0.241559	0.21538	0.245564	0.391909	0.278937	0.260242	0.284308	0.29381	0.274855	0.248946	0.30689
seurat-louvain_louvain_1	0.428893	0.452898	0.360046	0.411184	0.383434	0.448814	0.36338	0.444401	0.392094	0.430629	0.38987	0.419691	0.618439	0.456817	0.552053	0.544924	0.59511	0.460786	0.132416	0.166057	0.329775	0.399935	0.22426	0.241085	0.138728	0.441785	0.279971	0.277418	0.274838	0.302461	0.276652	0.25368	0.290892
seurat-louvain_louvain_2	0.431929	0.44401	0.424103	0.446019	0.398663	0.456828	0.367854	0.411777	0.44626	0.418154	0.385235	0.434841	0.633064	0.451181	0.564927	0.515352	0.572492	0.465361	0.107585	0.157615	0.323063	0.400447	0.239484	0.211739	0.244673	0.415937	0.27061	0.268662	0.262724	0.30288	0.269354	0.248533	0.326429
seurat-louvain_louvain_3	0.428999	0.443904	0.358871	0.408585	0.401802	0.451511	0.371907	0.449267	0.396217	0.471766	0.396288	0.416827	0.613227	0.455182	0.531106	0.542392	0.565586	0.460753	0.131645	0.166405	0.326808	0.401652	0.22462	0.241662	0.138611	0.444032	0.278848	0.276628	0.294766	0.301166	0.276289	0.253746	0.307645
seurat-louvain_louvain_4	0.431929	0.44401	0.424103	0.446019	0.398663	0.456828	0.367854	0.411777	0.44626	0.418154	0.385235	0.434841	0.628132	0.451181	0.564927	0.515352	0.572492	0.465361	0.107585	0.157615	0.323063	0.400447	0.239484	0.211739	0.244673	0.415937	0.27061	0.268662	0.262724	0.30288	0.269354	0.248533	0.326429
spaGCN_1	0.498232	0.5763	0.423756	0.572074	0.352579	0.577865	0.54701	0.561801	0.489844	0.586171	0.444275	0.552426	0.643121	0.400625	0.522613	0.603168	0.498043	0.486817	0.157153	0.389446	0.404958	0.429634	0.332482	0.304998	0.284937	0.577714	0.353195	0.367208	0.391575	0.356106	0.341597	0.36687	0.311824
spaGCN_2	0.403199	0.575729	0.564401	0.534987	0.457725	0.491	0.513313	0.512612	0.483172	0.435991	0.462284	0.508507	0.627426	0.426033	0.493003	0.520109	0.487144	0.421021	0.147128	0.328274	0.354632	0.419055	0.331878	0.321841	0.312037	0.432108	0.341419	0.361738	0.35311	0.313953	0.335472	0.372295	0.267477
spaGCN_3	0.385473	0.543254	0.521723	0.502487	0.41685	0.448796	0.498487	0.491259	0.462288	0.406521	0.425629	0.482573	0.623559	0.463893	0.510823	0.533732	0.494449	0.421021	0.147128	0.328274	0.354612	0.419055	0.331878	0.322776	0.312037	0.432108	0.341419	0.361738	0.35311	0.313953	0.335472	0.372295	0.267477
spaGCN_default	0.517427	0.60078	0.449528	0.60564	0.377055	0.606119	0.575051	0.584656	0.5056	0.625718	0.468854	0.587085	0.656953	0.390562	0.508702	0.57859	0.489844	0.486817	0.210438	0.389446	0.404958	0.429634	0.332482	0.304998	0.395708	0.577714	0.353195	0.367208	0.391575	0.356106	0.341597	0.36687	0.311824
stardust_1	0.402259	0.446254	0.437919	0.423173	0.352211	0.349465	0.384975	0.402375	0.44268	0.365946	0.344124	0.37419	0.63648	0.233764	0.413961	0.328123	0.400573																
stardust_2	0.452307	0.314914	0.465644	0.395616	0.272702	0.337548	0.313373	0.286312	0.404754	0.354024	0.282899	0.389772	0.665983	0.119302	0.391198	0.252302	0.332289																
stardust_default	0.407165	0.434647	0.430821	0.409484	0.3123	0.383163	0.391494	0.409763	0.398958	0.390141	0.341902	0.392669	0.615346	0.276844	0.428222	0.344995	0.402707																
stardust_tutorial	0.382302	0.452778	0.452233	0.392599	0.283329	0.377065	0.353798	0.322566	0.395364	0.40345	0.331398	0.439682	0.665856	0.123735	0.417234	0.275343	0.36048																
