	Br8100_151674	Br5292_151507	Br5595_151672	Br8100_151675	Br5595_151670	Br5595_151671	Br5292_151509	Br5292_151510	Br8100_151676	Br8100_151673	Br5595_151669	Br5292_151508	visium_breast_cancer_SEDR	sample_D4	sample_D14	sample_D7	sample_D10	well09	well01brain	well05	well03	well08	well07	well06	well11	well10	C57BL6J-638850_6600	C57BL6J-638850_6400	C57BL6J-638850_8000	C57BL6J-638850_7200	C57BL6J-638850_6800	C57BL6J-638850_7800	region_main
CellCharter_default	0.0310373	0.038215	0.0240903	0.034336	0.0262085	0.0208999	0.0244463	0.0376216	0.0294804	0.0324622	0.0285003	0.0244571	0.0494997	0.0669344	0.0757499	0.121567	0.107516	0.0492263	0.0526955	0.0226918	0.0315798	0.0408852	0.0415746	0.0255175	0.0258416	0.0668424	0.0849964	0.0571002	0.0648932	0.0520216	0.0662889	0.0633429	0.0282908
CellCharter_dlpfc	0.0343044	0.0465227	0.029611	0.038025	0.0532906	0.0570445	0.0411617	0.0365405	0.0566258	0.0440165	0.0777532	0.0448	0.090574	0.0963855	0.100153	0.18413	0.116388	0.0663004	0.164737	0.0329118	0.0444336	0.0427897	0.180481	0.0449094	0.144344	0.0598961	0.177747	0.158915	0.152154	0.202731	0.129574	0.125403	0.104964
DRSC_FindSVGs	0.049823	0.055305	0.0569636	0.0468218	0.0413512	0.0390952	0.0461763	0.0633514	0.0504962	0.0657497	0.041782	0.0473143	0.0895208	0.277108	0.118963	0.191251	0.143528	0.22222	0.539817	0.211459	0.5394	0.412371	0.503778	0.339556	0.289541	0.205548	0.449798	0.327944	0.397561	0.463298	0.466577	0.396078	0.461216
DRSC_FindVariableFeatures	0.0846719	0.0854498	0.0654956	0.0913734	0.127257	0.041554	0.083786	0.192216	0.10216	0.0949106	0.0783066	0.140343	0.101369	0.207497	0.155058	0.178026	0.156054	0.613442	0.588664	0.310757	0.541159	0.435557	0.522731	0.47043	0.368612	0.378432	0.375107	0.33652	0.421222	0.466941	0.475946	0.424664	0.461216
DRSC_all_genes	0.0549959	0.037503	0.0358846	0.0527809	0.0474665	0.0356528	0.0348934	0.052973	0.0624635	0.0610729	0.0486995	0.0454857	0.136651	0.2249	0.180986	0.245168	0.26357	0.215382	0.569422	0.353153	0.545354	0.467147	0.504727	0.372937	0.353199	0.229323	0.375107	0.33652	0.421222	0.466941	0.475946	0.424664	0.461216
DRSC_default	0.0672475	0.049371	0.0388959	0.0644154	0.0390215	0.0445045	0.0407438	0.0425946	0.0507881	0.0352132	0.0395683	0.0468571	0.0871511	0.287818	0.15455	0.192777	0.145616	0.215382	0.569422	0.353153	0.545354	0.467147	0.504727	0.372937	0.353199	0.229323	0.375107	0.33652	0.421222	0.466941	0.475946	0.424664	0.461216
GraphST_1	0.0125238	0.00688346	0.00677541	0.0144722	0.0131043	0.00786821	0.0133723	0.0166486	0.0113835	0.021458	0.00830105	0.0121143	0.0252765	0.0414993	0.0386375	0.0350966	0.0563674																
GraphST_2	0.0803158	0.0818894	0.072522	0.134506	0.158125	0.0698303	0.138738	0.24627	0.141856	0.12022	0.0924184	0.208457	0.156398	0.26506	0.41332	0.219736	0.376827																
GraphST_default	0.0947454	0.0738191	0.0732748	0.106129	0.0841584	0.0624539	0.0831592	0.11373	0.103036	0.0751032	0.0763697	0.103771	0.157715	0.246319	0.219115	0.282808	0.228079																
GraphST_dlpfc	0.0193302	0.00807026	0.00652447	0.0144722	0.0107746	0.00639292	0.0129545	0.0155676	0.0154699	0.0206327	0.00802435	0.0128	0.0334387	0.08166	0.0294865	0.0854527	0.0344468																
SEDR_1	0.039205	0.0272965	0.0200753	0.0334847	0.0430984	0.0172117	0.0282073	0.0408649	0.0321074	0.0233838	0.0293304	0.0425143	0.124276	0.113788	0.0986274	0.12411	0.126827	0.080351	0.208925	0.0350121	0.238215	0.347203	0.110917	0.0509834	0.0323481	0.067095	0.0769316	0.105917	0.0956681	0.0848506	0.0763733	0.0837124	0.0537693
SEDR_2	0.0253199	0.0208877	0.0115433	0.014756	0.0206756	0.00983526	0.0206853	0.0265946	0.0189726	0.0176066	0.013005	0.0237714	0.0805687	0.0374833	0.0696492	0.100203	0.135177	0.0802522	0.0562401	0.0215226	0.107539	0.262887	0.0419723	0.0378891	0.020904	0.0560283	0.067336	0.0848859	0.118357	0.0916115	0.0681444	0.121115	0.0408552
SEDR_default	0.0359379	0.0218372	0.0175659	0.0323496	0.0282469	0.0211458	0.0198496	0.0523243	0.0321074	0.0277854	0.0307139	0.0294857	0.122433	0.0829987	0.0930351	0.154629	0.161795	0.0956465	0.101509	0.033648	0.233967	0.327206	0.239595	0.0557668	0.0334787	0.067837	0.0765766	0.099284	0.0828482	0.112152	0.116087	0.117969	0.16333
SEDR_dlpfc	0.027498	0.0163779	0.0102886	0.0283768	0.0238789	0.010327	0.0139992	0.0227027	0.0134267	0.0222834	0.0154953	0.0281143	0.0671406	0.0414993	0.0701576	0.108342	0.114301	0.0839476	0.0890862	0.0351204	0.182497	0.0970687	0.111889	0.0375794	0.0768326	0.0684527	0.0783072	0.0776566	0.0547121	0.0790173	0.0584178	0.0575517	0.0692579
STAGATE_1	0.0468282	0.0325184	0.0524467	0.0559024	0.0527082	0.0523728	0.0536983	0.0575135	0.0545826	0.0574966	0.063088	0.0500571	0.219063	0.353414	0.360447	0.39471	0.336117	0.0410252	0.1247	0.0331284	0.0534719	0.0201217	0.0393214	0.0380267	0.044023	0.0398939	0.0353098	0.0276389	0.00624058	0.0243373	0.0239379	0.0327936	0.0223164
STAGATE_default	0.0411108	0.0327558	0.055207	0.0363224	0.0305766	0.0302434	0.0411617	0.0614054	0.0537069	0.0486933	0.0431655	0.0589714	0.194839	0.372155	0.230808	0.381485	0.306367	0.0671699	0.110387	0.0953794	0.104021	0.0671138	0.0696519	0.0625634	0.110865	0.0914229	0.0516279	0.0505014	0.0151735	0.0481869	0.0412194	0.0631425	0.0308722
STAGATE_slide_stereo	0.204465	0.405887	0.387202	0.38025	0.283634	0.329481	0.442541	0.435243	0.354933	0.309216	0.306586	0.340114	0.221432	0.38822	0.382308	0.33825	0.32881	0.196688	0.483948	0.179478	0.390973	0.142322	0.400018	0.228763	0.280197	0.0802614	0.0258029	0.0196495	0.0144871	0.0159794	0.0180803	0.0194477	0.0174754
STAGATE_starmap	0.0171522	0.0135296	0.0155583	0.0164586	0.0157251	0.0132776	0.0162975	0.0475676	0.0157618	0.0189821	0.0154953	0.0157714	0.0987362	0.151272	0.1576	0.233978	0.127871	0.0472897	0.0247443	0.0177118	0.0224874	0.0371796	0.0187108	0.016071	0.0228652	0.0484347	0.017605						
SpaceFlow_1	0.0217806	0.0253976	0.0125471	0.0141884	0.0174723	0.00737644	0.0198496	0.0153514	0.0399883	0.0253095	0.0107914	0.0256	0.0526593	0.0414993	0.0960854	0.105799	0.111691	0.0703318	0.0252844	0.0109995	0.0160199	0.0105163	0.0146682	0.0129738	0.0132207	0.033879	0.031527	0.0263606	0.0286799	0.0171843	0.0218744	0.0253692	0.0176503
SpaceFlow_2	0.0266812	0.01709	0.012798	0.0170261	0.0148515	0.00909761	0.018178	0.0205405	0.0186807	0.0209078	0.0132817	0.0150857	0.0329121	0.0227577	0.0381291	0.102747	0.0370564	0.0370136	0.0286264	0.0109995	0.0172647	0.0187968	0.0200141	0.0171895	0.0134284	0.0402097	0.0346886	0.0286753	0.0277439	0.0200723	0.0224735	0.0291766	0.0194762
SpaceFlow_3	0.0198748	0.00925706	0.00903388	0.0164586	0.00757135	0.00811409	0.0139992	0.0153514	0.0236427	0.013205	0.0107914	0.0121143	0.0244866	0.0227577	0.0233859	0.0768057	0.0302714	0.0379622	0.0265334	0.0108912	0.0179142	0.0137457	0.0176725	0.0156409	0.0111211	0.0478664	0.031527	0.0263606	0.0286799	0.0171843	0.0218744	0.0253692	0.0176503
SpaceFlow_default	0.019058	0.0225493	0.0132999	0.0167423	0.0195108	0.00860585	0.0223569	0.0211892	0.033275	0.0286107	0.0171555	0.0283429	0.0589784	0.0361446	0.112862	0.095117	0.113779	0.0459854	0.0297404	0.0133813	0.0176977	0.0179067	0.0170982	0.0132835	0.0155742	0.0355051	0.0346886	0.0286753	0.0277439	0.0200723	0.0224735	0.0291766	0.0194762
bass_1	0.0569017	0.0569665	0.0398996	0.050227	0.043972	0.0368822	0.0520267	0.0707027	0.0519556	0.0552957	0.0475927	0.0468571	0.159031	0.196787	0.11032	0.170905	0.145616	0.0879197	0.0795328	0.0793348	0.061996	0.0518362	0.0706238	0.0627871	0.0572668	0.0953854	0.213822	0.153923	0.201321	0.207216	0.201596	0.220177	0.118466
bass_default	0.0383882	0.0332305	0.0326223	0.0368899	0.0465929	0.033194	0.0340577	0.0438919	0.0326912	0.0354883	0.0318207	0.0304	0.0921538	0.131191	0.0884596	0.148016	0.0746347	0.0624074	0.0389225	0.0292309	0.0255453	0.0335362	0.0314571	0.0360824	0.0384163	0.0594857	0.0393477	0.0428575	0.0351256	0.0379165	0.0369344	0.0343166	0.0452835
bass_dlpfc	0.0323986	0.0360788	0.0260979	0.0323496	0.0329062	0.022867	0.0386544	0.0570811	0.0402802	0.0363136	0.0351411	0.0354286	0.0860979	0.187416	0.0604982	0.137335	0.0981211	0.0667945	0.0328461	0.0355534	0.0265465	0.0263735	0.028497	0.0352393	0.0305023	0.0669372	0.041167	0.0427539	0.0351345	0.0381173	0.0388232	0.0419414	0.0442341
bass_starmap	0.037027	0.0446238	0.0343789	0.0488082	0.0430984	0.0258176	0.0371918	0.0458378	0.0481611	0.0407153	0.037078	0.0347429	0.0745129	0.13253	0.0874428	0.151068	0.0756785	0.0644626	0.0409817	0.0260263	0.0317151	0.0379456	0.0325395	0.0373557	0.0458227	0.0553179	0.041755	0.0469861	0.0414286	0.0406036	0.042376	0.0398974	0.0499356
precast_1	0.0748707	0.0429623	0.0599749	0.0788876	0.0544554	0.0386034	0.0791893	0.0873514	0.096906	0.0569464	0.0448257	0.0489143	0.150342	0.227882	0.188391	0.259033	0.169713	0.288056	0.617872	0.462736	0.515338	0.436128	0.506149	0.444805	0.451812	0.335384	0.52668	0.486574	0.521552	0.531347	0.556404	0.509589	0.542028
precast_BC	0.0647972	0.0372656	0.0376412	0.057605	0.0361095	0.0277846	0.036356	0.0408649	0.0639229	0.0762036	0.0362479	0.0537143	0.133755	0.364123	0.125064	0.255341	0.164927	0.241711	0.524009	0.447458	0.555284	0.502709	0.48659	0.471714	0.478957	0.262143	0.52668	0.486574	0.521552	0.531347	0.556404	0.509589	0.542028
precast_default	0.0604411	0.034892	0.0286073	0.0550511	0.0340711	0.0253258	0.0342666	0.0374054	0.0580852	0.0682256	0.0332042	0.0466286	0.133491	0.354752	0.123538	0.245168	0.158664	0.236433	0.481067	0.436566	0.489577	0.462345	0.474247	0.445368	0.461462	0.258753	0.508076	0.467632	0.499639	0.518055	0.53661	0.497124	0.530661
precast_dlpfc	0.0778655	0.0389271	0.0396487	0.0874007	0.0390215	0.0329481	0.0599666	0.056	0.0665499	0.0566713	0.0464859	0.0672	0.158241	0.245308	0.169043	0.247328	0.167015	0.241711	0.524009	0.447458	0.555284	0.502709	0.48659	0.471714	0.478957	0.262143	0.52668	0.486574	0.521552	0.531347	0.556404	0.509589	0.542028
scanpy-leiden_leiden_1	0.260822	0.422739	0.409536	0.427639	0.452533	0.313253	0.275595	0.347676	0.364565	0.345254	0.340066	0.327771	0.568984	0.582329	0.377733	0.40234	0.469207	0.285675	0.344968	0.186796	0.413893	0.39757	0.408986	0.163876	0.289403	0.11744	0.498796	0.529207	0.479072	0.509056	0.541536	0.524738	0.532292
scanpy-leiden_leiden_2	0.282331	0.325659	0.500125	0.298808	0.451077	0.304155	0.350815	0.490162	0.321074	0.438239	0.324848	0.410971	0.45524	0.531459	0.428063	0.476094	0.456159	0.194988	0.277892	0.147475	0.344185	0.269201	0.31583	0.1848	0.287488	0.0810666	0.486749	0.459349	0.484626	0.493928	0.521051	0.4947	0.529627
scanpy-leiden_leiden_3	0.229513	0.378827	0.406023	0.348751	0.422248	0.312761	0.258462	0.377946	0.353182	0.382944	0.33979	0.333714	0.567404	0.567604	0.474835	0.43235	0.375783	0.224038	0.486278	0.185475	0.413974	0.44717	0.480914	0.271435	0.288157	0.124923	0.494614	0.529604	0.480409	0.511504	0.541502	0.526882	0.539337
scanpy-leiden_leiden_4	0.283692	0.404225	0.490339	0.40437	0.469423	0.304155	0.388634	0.449946	0.282837	0.394773	0.296071	0.418286	0.47367	0.579652	0.426538	0.465921	0.420146	0.193487	0.240995	0.146804	0.371895	0.436012	0.319188	0.184438	0.28375	0.0855659	0.480504	0.500238	0.483797	0.495754	0.518372	0.506162	0.527123
scanpy-louvain_louvain_1	0.232507	0.299786	0.441405	0.375993	0.440012	0.375953	0.330547	0.424216	0.358727	0.309216	0.349198	0.321143	0.556609	0.566265	0.509405	0.512208	0.462944	0.243424	0.520136	0.186796	0.413649	0.443051	0.47908	0.273294	0.289887	0.147025	0.512186	0.534786	0.486569	0.530075	0.549332	0.526692	0.509178
scanpy-louvain_louvain_2	0.272802	0.38666	0.484567	0.32378	0.436517	0.33194	0.339323	0.422054	0.330998	0.404952	0.42363	0.392686	0.465771	0.586345	0.41332	0.444557	0.403445	0.196036	0.333693	0.187424	0.41595	0.403946	0.338628	0.207426	0.284811	0.0875393	0.510744	0.527151	0.479304	0.516725	0.547793	0.539316	0.532719
scanpy-louvain_louvain_3	0.270079	0.344885	0.419072	0.413167	0.397204	0.36415	0.301295	0.393297	0.377116	0.368638	0.346431	0.402057	0.588994	0.563588	0.47636	0.506612	0.447286	0.241666	0.506735	0.257643	0.427748	0.442678	0.43132	0.293322	0.289656	0.146362	0.49437	0.525683	0.483574	0.525514	0.540055	0.526592	0.508752
scanpy-louvain_louvain_4	0.275796	0.413245	0.506148	0.409478	0.426325	0.321613	0.344338	0.399568	0.358435	0.424484	0.31378	0.4352	0.469458	0.606426	0.45755	0.470498	0.449374	0.249649	0.351855	0.188095	0.427153	0.40084	0.338098	0.191011	0.290141	0.0881865	0.492362	0.47912	0.482174	0.515014	0.538374	0.54105	0.539078
seurat-leiden_leiden_1	0.175878	0.321149	0.302635	0.201192	0.298777	0.171871	0.306728	0.243027	0.306772	0.238514	0.238517	0.2016	0.224329	0.372155	0.341637	0.389115	0.374739	0.13602	0.547514	0.154945	0.419197	0.415725	0.491981	0.349037	0.296809	0.160712	0.522514	0.529371	0.575676	0.539255	0.547027	0.596327	0.504666
seurat-leiden_leiden_2	0.181595	0.248516	0.242158	0.223893	0.282761	0.291861	0.298161	0.247351	0.290134	0.205502	0.202546	0.237029	0.266193	0.365462	0.329944	0.393693	0.394572	0.256862	0.512811	0.213147	0.44734	0.45957	0.490854	0.448251	0.445214	0.270164	0.524466	0.527246	0.533828	0.517509	0.55038	0.615574	0.520351
seurat-leiden_leiden_3	0.180506	0.165203	0.300627	0.229285	0.300815	0.215392	0.348725	0.283676	0.294804	0.228336	0.191754	0.235657	0.262243	0.353414	0.358922	0.389624	0.375261	0.215027	0.551733	0.154491	0.44025	0.41736	0.503512	0.309686	0.303339	0.156276	0.526774	0.54135	0.566797	0.537486	0.561929	0.592109	0.439424
seurat-leiden_leiden_4	0.181595	0.248516	0.242158	0.223893	0.282761	0.291861	0.298161	0.247351	0.290134	0.205502	0.202546	0.237029	0.267246	0.365462	0.329944	0.393693	0.394572	0.256862	0.512811	0.213147	0.44734	0.45957	0.490854	0.448251	0.445214	0.270164	0.524466	0.527246	0.533828	0.517509	0.55038	0.615574	0.520351
seurat-louvain_louvain_1	0.160632	0.148113	0.317189	0.198922	0.145312	0.172855	0.316966	0.196973	0.276708	0.229711	0.153846	0.194971	0.211954	0.31593	0.307575	0.358596	0.372129	0.121771	0.503831	0.0414213	0.42994	0.348984	0.450716	0.346904	0.0693339	0.160176	0.520717	0.540979	0.543858	0.53783	0.561164	0.583392	0.510641
seurat-louvain_louvain_2	0.157092	0.146926	0.244918	0.225312	0.171229	0.199656	0.305265	0.255135	0.241097	0.193948	0.152186	0.184457	0.213533	0.321285	0.303508	0.381485	0.382568	0.117898	0.432941	0.0931058	0.45968	0.350578	0.381727	0.35814	0.395745	0.196565	0.51466	0.53077	0.570942	0.522817	0.551612	0.579364	0.461237
seurat-louvain_louvain_3	0.160904	0.152385	0.317691	0.20403	0.135411	0.167691	0.346218	0.196757	0.25394	0.197799	0.153016	0.1936	0.222222	0.267738	0.314692	0.35707	0.368476	0.121949	0.509672	0.0416161	0.4025	0.348694	0.451401	0.347575	0.0692877	0.158265	0.526319	0.543838	0.525207	0.539523	0.56207	0.583241	0.498496
seurat-louvain_louvain_4	0.157092	0.146926	0.244918	0.225312	0.171229	0.199656	0.305265	0.255135	0.241097	0.193948	0.152186	0.184457	0.223539	0.321285	0.303508	0.381485	0.382568	0.117898	0.432941	0.0931058	0.45968	0.350578	0.381727	0.35814	0.395745	0.196565	0.51466	0.53077	0.570942	0.522817	0.551612	0.579364	0.461237
spaGCN_1	0.134767	0.0790411	0.323714	0.185868	0.170938	0.074748	0.218554	0.214486	0.138938	0.156809	0.119812	0.147429	0.208531	0.344043	0.250127	0.254323	0.262004	0.26123	0.440705	0.273493	0.361801	0.405229	0.462092	0.314469	0.271014	0.0819191	0.394453	0.38165	0.356881	0.415522	0.418643	0.382582	0.426195
spaGCN_2	0.0928396	0.133159	0.0991217	0.0805902	0.102796	0.0811409	0.102591	0.128	0.107414	0.126547	0.076093	0.1424	0.21406	0.318608	0.180478	0.225839	0.248434	0.300239	0.54407	0.31433	0.40177	0.419699	0.468941	0.403187	0.409681	0.272122	0.437495	0.381745	0.426285	0.489863	0.443954	0.415596	0.462356
spaGCN_3	0.160087	0.217897	0.17591	0.160045	0.186372	0.159085	0.183243	0.215568	0.184472	0.233838	0.136137	0.228571	0.262243	0.449799	0.271988	0.298067	0.319937	0.300239	0.54407	0.31433	0.401878	0.419699	0.468941	0.401414	0.409681	0.272122	0.437495	0.381745	0.426285	0.489863	0.443954	0.415596	0.462356
spaGCN_default	0.0863055	0.0479468	0.198996	0.116629	0.0894001	0.0445045	0.14041	0.136432	0.0793929	0.0858322	0.0608744	0.0822857	0.153502	0.257028	0.174886	0.203967	0.182672	0.26123	0.467677	0.273493	0.361801	0.405229	0.462092	0.314469	0.229436	0.0819191	0.394453	0.38165	0.356881	0.415522	0.418643	0.382582	0.426195
stardust_1	0.139396	0.118918	0.144291	0.145573	0.133372	0.135727	0.109277	0.140541	0.1331	0.195323	0.155506	0.166857	0.243286	0.206158	0.291815	0.178026	0.283925																
stardust_2	0.0397495	0.0479468	0.0662484	0.0598751	0.0474665	0.0536022	0.0359382	0.0421622	0.0525394	0.0740028	0.0520199	0.0704	0.123749	0.0481928	0.0904931	0.0925738	0.141962																
stardust_default	0.151919	0.20057	0.153325	0.167423	0.177344	0.128104	0.113665	0.160432	0.177466	0.191197	0.13254	0.183314	0.270142	0.309237	0.328927	0.206002	0.317328																
stardust_tutorial	0.0435611	0.0496084	0.0740276	0.0587401	0.0521258	0.0644209	0.0417885	0.0393514	0.0528313	0.0574966	0.0641948	0.0555429	0.123486	0.0441767	0.10422	0.0900305	0.127349																
